Event	ID	Name			Wwise Object Path	Notes
	15662850	UI_Button_Up			\Default Work Unit\Ui_Folder\UI_Button_Up	
	18309885	UI_Button_Enter			\Default Work Unit\Ui_Folder\UI_Button_Enter	
	100151336	Ambient_Campfire_Stop			\Default Work Unit\3D Emitters\Ambient_Campfire_Stop	
	120976108	Ambient_Torch			\Default Work Unit\3D Emitters\Ambient_Torch	
	156563189	UI_Button_Down			\Default Work Unit\Ui_Folder\UI_Button_Down	
	448719855	Destruction_Crystal_Destroy			\Default Work Unit\Destruction\Destruction_Crystal_Destroy	
	750089663	UI_Menu_Teleport			\Default Work Unit\Ui_Folder\UI_Menu_Teleport	
	808893336	UI_QuestRoll_Close			\Default Work Unit\Ui_Folder\UI_QuestRoll_Close	
	844130829	Quest_CompleteCollection			\Default Work Unit\Ui_Folder\Quest_CompleteCollection	
	949395292	UI_QuestRoll_Open			\Default Work Unit\Ui_Folder\UI_QuestRoll_Open	
	1464993479	UI_Menu_Resume			\Default Work Unit\Ui_Folder\UI_Menu_Resume	
	1532327793	Music_TitleScreen			\Default Work Unit\Music_TitleScreen	
	1882971781	Music_Credits			\Default Work Unit\Music_Credits	
	1934835592	Ambient_Waterfall			\Default Work Unit\3D Emitters\Ambient_Waterfall	
	1999886838	Destruction_Rock_Destroy			\Default Work Unit\Destruction\Destruction_Rock_Destroy	
	2199611969	UI_Inventory_Open			\Default Work Unit\Ui_Folder\UI_Inventory_Open	
	2208964750	Ambient_Windmill			\Default Work Unit\3D Emitters\Ambient_Windmill	
	2258053876	Ambient_River			\Default Work Unit\3D Emitters\Ambient_River	
	2278290679	UI_Inventory_Close			\Default Work Unit\Ui_Folder\UI_Inventory_Close	
	2325560497	UI_Button_Exit			\Default Work Unit\Ui_Folder\UI_Button_Exit	
	2355650095	Ambient_Crystal_Hum			\Default Work Unit\3D Emitters\Ambient_Crystal_Hum	
	2453392179	Player_Footstep			\Default Work Unit\Player_Footstep	
	2541270269	Destruction_VolcanicBoulder_Impact			\Default Work Unit\Destruction\Destruction_VolcanicBoulder_Impact	
	2644063196	Ambient_WaterDrop			\Default Work Unit\3D Emitters\Ambient_WaterDrop	
	2792117052	UI_QuestRoll_Hide			\Default Work Unit\Ui_Folder\UI_QuestRoll_Hide	
	3237189652	UI_Menu_Pause			\Default Work Unit\Ui_Folder\UI_Menu_Pause	
	3240473869	Quest_Complete			\Default Work Unit\Ui_Folder\Quest_Complete	
	3250765487	Destruction_Core_Explosion			\Default Work Unit\Destruction\Destruction_Core_Explosion	
	3474566310	UI_Menu_Select			\Default Work Unit\Ui_Folder\UI_Menu_Select	
	3664581270	Ambient_Campfire_Play			\Default Work Unit\3D Emitters\Ambient_Campfire_Play	
	3699139167	UI_QuestRoll_Show			\Default Work Unit\Ui_Folder\UI_QuestRoll_Show	
	3741135221	Music_Region			\Default Work Unit\Music_Region	
	3749307760	UI_Inventory_Roll			\Default Work Unit\Ui_Folder\UI_Inventory_Roll	
	4254124015	Destruction_Container			\Default Work Unit\Destruction\Destruction_Container	
	4275106484	Ambient_Lava			\Default Work Unit\3D Emitters\Ambient_Lava	

Switch Group	ID	Name			Wwise Object Path	Notes
	4064446173	Surface_Type			\Default Work Unit\Surface_Type	

Switch	ID	Name	Switch Group			Notes
	286660663	Rubble	Surface_Type			
	582824249	Leaves	Surface_Type			
	803837735	Sand	Surface_Type			
	1216965916	Stone	Surface_Type			
	2058049674	Wood	Surface_Type			
	2195636714	Dirt	Surface_Type			
	2654748154	Water	Surface_Type			
	4248645337	Grass	Surface_Type			

State Group	ID	Name			Wwise Object Path	Notes
	2106907484	Music_Regions			\Default Work Unit\Music_Regions	

State	ID	Name	State Group			Notes
	608898761	Dungeon	Music_Regions			
	748895195	None	Music_Regions			
	1421251628	Woodlands	Music_Regions			
	1850388778	Desert	Music_Regions			
	3132368115	WwizardHouse	Music_Regions			
	3160623154	Silent	Music_Regions			
	3424056949	Nowhere	Music_Regions			
	3945572659	Village	Music_Regions			
	4122393694	Cave	Music_Regions			

In Memory Audio	ID	Name	Audio source file		Wwise Object Path	Notes	Data Size
	769830772	BAS_Player_Footstep_rubble_walk_06	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_rubble_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Rubble\BAS_Player_Footstep_rubble_walk_06		47032
	770218787	BAS_Player_Footstep_wood_walk_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_wood_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Wood\BAS_Player_Footstep_wood_walk_03		48070
	770987922	BAS_Player_Footstep_sand_walk_06	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_sand_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Sand\BAS_Player_Footstep_sand_walk_06		23686
	773853300	BAS_Inventory_Scroll	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Inventory_Scroll_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Ui\BAS_Inventory_Scroll		53988
	800984228	BAS_Crystal_Ringing	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Crystal_Ringing_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\BAS_Crystal_Ringing		2469760
	816327592	BAS_WaterDrops_04	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WaterDrops_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_WaterDrop\BAS_WaterDrops_04		57440
	817094840	BAS_Player_Footstep_water_walk_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Water\BAS_Player_Footstep_water_walk_03		48070
	826207909	BAS_Player_Footstep_grass_walk_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_grass_walk_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Grass\BAS_Player_Footstep_grass_walk_03		48070
	839126614	BAS_Destroy_Rock_03	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Destroy_Rock_03_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Destruction\Rock\BAS_Destroy_Rock_03		87136
	840898418	BAS_Player_Footstep_grass_walk_04	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_grass_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Grass\BAS_Player_Footstep_grass_walk_04		45328
	885037541	BAS_Player_Footstep_stone_walk_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_stone_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Stone\BAS_Player_Footstep_stone_walk_02		51004
	904580806	BAS_WindMillBlade_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WindMillBlade_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Windmill\BAS_WindMillBlade_02		1163360
	908407693	BAS_Player_Footstep_wood_walk_01	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_wood_walk_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Wood\BAS_Player_Footstep_wood_walk_01		47220
	910632159	BAS_Player_Footstep_wood_walk_05	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_wood_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Wood\BAS_Player_Footstep_wood_walk_05		47410
	924086485	BAS_WaterDrops_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_WaterDrops_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambient_WaterDrop\BAS_WaterDrops_02		39008
	934891796	BAS_Player_Footstep_water_walk_04	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Water\BAS_Player_Footstep_water_walk_04		45328
	950484326	BAS_Player_Footstep_dirt_walk_02	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_dirt_walk_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Dirt\BAS_Player_Footstep_dirt_walk_02		51004
	968412063	BAS_Button_Open	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Button_Open_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Ui\BAS_Button_Open		56288
	999147951	BAS_Player_Footstep_grass_walk_05	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_grass_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Grass\BAS_Player_Footstep_grass_walk_05		47410
	1046043925	BAS_Player_Footstep_wood_walk_06	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_wood_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Wood\BAS_Player_Footstep_wood_walk_06		47032
	1046861737	BAS_Crystals_Destroy	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Crystals_Destroy_10C4C929.wem		\Actor-Mixer Hierarchy\Factory Soundseed Air Objects\Destruction\BAS_Crystals_Destroy		191808
	1059279726	BAS_Player_Footstep_water_walk_06	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Water\BAS_Player_Footstep_water_walk_06		47032
	1061372172	BAS_Water_River	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Water_River_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\BAS_Water_River		3072160
	1064405120	BAS_Player_Footstep_water_walk_05	C:\Users\Marcel\Documents\GitHub\Game_Engine\Wwise-Adventure-Game\Wwise_Project\.cache\Windows\SFX\BAS_Player_Footstep_water_walk_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Surface_Type\Water\BAS_Player_Footstep_water_walk_05		47410

